project name,project url,category,commits
drumknott,https://github.com/pat/drumknott,"[1, 3, 5, 7]",4,4,24
prezto,https://github.com/jpbetz/prezto,"[1, 3, 5, 6]",4,56,1745
imas-producer_schedule,https://github.com/hsugita/imas-producer_schedule,"[1, 3, 5, 7]",4,1,17
vsc,https://github.com/kylezhang/vsc,[],0,15,17
PHPStaticHelpers,https://github.com/divampo/PHPStaticHelpers,"[1, 3, 5]",3,2,2
discord-api-docs,https://github.com/manuelgu/discord-api-docs,"[1, 3, 5, 7]",4,10,122
cf-mysql-release,https://github.com/cloudfoundry/cf-mysql-release,"[1, 3, 4, 6, 7]",5,215,2407
bds,https://github.com/D630/bds,[1],1,7,11
shadowsocks,https://github.com/babyformula/shadowsocks,"[1, 3, 5, 6]",4,1,1
node-forro,https://github.com/imlucas/node-forro,"[1, 3, 5]",3,14,46
neocities,https://github.com/boumer/neocities,"[1, 3, 7]",3,12,1763
webhdfs,https://github.com/att-bdpaas/webhdfs,"[1, 3, 5]",3,9,82
chef-redis,https://github.com/aforward-oss/chef-redis,"[1, 3, 6]",3,11,46
django-movies-api,https://github.com/Apentz49/django-movies-api,"[1, 2, 3, 6]",4,1,5
jmsPaymentPlugin,https://github.com/schmittjoh/jmsPaymentPlugin,"[1, 6, 7]",3,2,48
odoo,https://github.com/jmorcos22/odoo,"[1, 3]",2,30,99673
TinyBlog,https://github.com/loyabe/TinyBlog,[],0,1,11
weixin,https://github.com/fanglanfeng/weixin,[],0,2,3
pb,https://github.com/henvic/pb,"[1, 3]",2,25,167
udacity-xyzreader,https://github.com/fredericletellier/udacity-xyzreader,"[1, 2, 3, 6, 8]",5,1,24
homebrew,https://github.com/socialchorus/homebrew,"[1, 3, 5]",3,49,29607
android-midi-lib,https://github.com/cambiata/android-midi-lib,"[1, 3]",2,5,7
LightWM,https://github.com/connorworkman/LightWM,"[1, 3]",2,4,32
QuantLib,https://github.com/fabianfh/QuantLib,"[1, 3, 4, 5, 6, 7]",6,12,12872
piximgen,https://github.com/thekonz/piximgen,"[1, 3]",2,5,26
IntentKit,https://github.com/gaopeng9090/IntentKit,"[1, 2, 3, 4, 5, 6, 7]",7,42,259
embedio,https://github.com/kuyoska/embedio,[3],1,45,395
botframework,https://github.com/sandu81/botframework,"[1, 6]",2,8,32
react,https://github.com/bran921007/react,"[1, 3, 5, 6, 7]",5,52,4690
TinyMceContextMenu,https://github.com/cliffparnitzky/TinyMceContextMenu,"[1, 3, 6]",3,11,24
duckling,https://github.com/Peplo/duckling,"[1, 3, 6]",3,40,568
redis-windows,https://github.com/niceguy-php/redis-windows,"[1, 3, 4, 6]",4,25,36
gemstash,https://github.com/larssonandreas/gemstash,"[1, 2, 3, 5, 6, 7]",6,20,276
Lizitt-Unity3D-Outfitter,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,"[1, 3, 4, 6]",4,9,89
khan-exercises,https://github.com/igorT/khan-exercises,"[1, 3, 5, 6]",4,15,936
volume-leather-fill,https://github.com/omedbb/volume-leather-fill,"[1, 3, 5, 7]",4,1,1
rrc_detection,https://github.com/bikong2/rrc_detection,"[1, 2, 3, 5, 6]",5,42,50
FreeCodeCamp,https://github.com/bkachamakov/FreeCodeCamp,"[1, 3, 5, 6, 7]",5,345,4869
iOSSF,https://github.com/tangqiaoboy/iOSSF,[],0,6,122
testapp_rails,https://github.com/abhilashkkumar/testapp_rails,"[1, 3, 6]",3,3,10
cdnjs-1,https://github.com/ryam244/cdnjs-1,"[1, 3, 5, 6, 7]",5,34,3050
AutoCircle_generater,https://github.com/melodysu83/AutoCircle_generater,"[1, 3, 6]",3,17,68
angularjs-springmvc-sample,https://github.com/caomm/angularjs-springmvc-sample,"[1, 3, 6, 7]",4,28,111
WeatherPage,https://github.com/manuelbrand/WeatherPage,"[1, 2, 3, 5]",4,1,1
GreenPHP,https://github.com/takeshineshiro/GreenPHP,[],0,10,16
LightGBM,https://github.com/zhly0/LightGBM,"[1, 2, 3, 4, 5, 6, 7]",7,27,336
cookieconsent,https://github.com/RubenPHP/cookieconsent,"[1, 2, 3, 4, 5, 6, 7]",7,30,441
javascript-intro-to-functions-lab-web-031317,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,"[1, 2, 3]",3,17,26
vrptools,https://github.com/lindes/vrptools,"[1, 2, 3, 4, 5, 6, 7]",7,10,68
neuraltalk2,https://github.com/adrian907/neuraltalk2,"[1, 2, 3, 5]",4,18,36
ircdd,https://github.com/MHarrison72/ircdd,"[5, 6, 7]",3,4,260
django-select2,https://github.com/harvard-crimson/django-select2,"[1, 3, 4, 5, 6]",5,49,228
matter-js,https://github.com/m4rm0k/matter-js,"[1, 3, 4, 5, 6, 7]",6,18,253
GaCD-Assignment,https://github.com/uliano/GaCD-Assignment,"[1, 3]",2,3,10
web-auth-readme-v-000,https://github.com/SCDesigns/web-auth-readme-v-000,"[1, 2, 3]",3,9,17
dropzone,https://github.com/MasazI/dropzone,"[1, 2, 3, 5, 6]",5,5,755
puppet-splunk,https://github.com/petems/puppet-splunk,"[1, 3, 4, 6]",4,7,260
hartapoliticii,https://github.com/codertux/hartapoliticii,[],0,11,132
gcloud-node,https://github.com/savethefails/gcloud-node,"[1, 3, 5, 6, 7]",5,128,1451
CarND-Transfer-Learning-Lab,https://github.com/tmandal/CarND-Transfer-Learning-Lab,[1],1,13,37
decent,https://github.com/ld000/decent,"[1, 3, 5, 6]",4,10,70
avalon-server-render-example,https://github.com/zzl81cn/avalon-server-render-example,[],0,5,6
dynamic-json-resume,https://github.com/ahmadassaf/dynamic-json-resume,"[1, 2, 3, 5, 6]",5,15,63
javascript,https://github.com/envs/javascript,"[1, 3, 5, 6, 7, 8]",6,605,1402
embedC-Challenge,https://github.com/FleetCarma/embedC-Challenge,"[1, 3]",2,8,9
ACTWebSocket,https://github.com/HAERUHAERU/ACTWebSocket,[],0,10,113
fewd-3-homework-week-2,https://github.com/fewd-sg/fewd-3-homework-week-2,"[1, 3, 6]",3,2,157
jquery,https://github.com/CASunday2003/jquery,"[1, 3, 5, 6, 7]",5,90,6167
web-animations-js,https://github.com/ibarrick/web-animations-js,"[1, 2, 3, 5, 6]",5,28,1456
foxmote,https://github.com/abricot/foxmote,"[1, 2, 3]",3,3,107
flisol-api,https://github.com/HugoTamaki/flisol-api,"[1, 3]",2,1,2
android-training-course-in-chinese,https://github.com/crh19970307/android-training-course-in-chinese,[],0,155,1557
cpprestsdk,https://github.com/vanloswang/cpprestsdk,"[1, 3, 6, 7]",4,4,1490
Seccubus_v2,https://github.com/Fu2k/Seccubus_v2,"[1, 4]",2,99,976
monodroid-samples,https://github.com/EgoistTheBest/monodroid-samples,"[1, 3, 5, 6, 7]",5,9,1287
rallets-android,https://github.com/Chen0831/rallets-android,"[1, 3, 4, 5, 7]",5,58,1714
groovy-core,https://github.com/rivieragug/groovy-core,"[1, 2, 3, 5, 6]",5,9,10289
loaders,https://github.com/Parisson/loaders,"[1, 3, 4, 5]",4,31,122
broccoli-pug-plugin,https://github.com/Lodin/broccoli-pug-plugin,"[1, 3, 6]",3,1,4
thoughtworks-email-signature-generator,https://github.com/jimlester/thoughtworks-email-signature-generator,"[1, 3]",2,19,141
ca-bundle,https://github.com/kleopatra999/ca-bundle,"[1, 3, 5, 6]",4,3,23
PruneCluster,https://github.com/abhinav1592/PruneCluster,"[1, 2, 3, 5]",4,30,180
hackathon-2016-12,https://github.com/barchetta/hackathon-2016-12,"[1, 3, 6]",3,5,10
aci-fabric-deploy,https://github.com/rivabe/aci-fabric-deploy,"[1, 3]",2,1,1
openshift3mlbparks,https://github.com/GitBoat/openshift3mlbparks,"[1, 3]",2,6,34
coffee-react-quickstart,https://github.com/mnacos/coffee-react-quickstart,"[1, 2, 3]",3,19,112
pupy,https://github.com/kcufId/pupy,"[1, 3, 5, 6]",4,52,940
object-parser,https://github.com/59naga/object-parser,"[1, 3, 5, 6]",4,6,14
Shielded,https://github.com/jbakic/Shielded,"[1, 2, 3]",3,35,439
swift-java-bridge,https://github.com/ctinnell/swift-java-bridge,"[1, 5]",2,6,42
aw-reporting,https://github.com/ashusa303/aw-reporting,"[1, 3, 4, 6, 7]",5,41,1855
Spectral,https://github.com/avigad/Spectral,"[1, 4, 5, 6]",4,26,481
Learning-Analytics-Project,https://github.com/ThomasGrivaz/Learning-Analytics-Project,[1],1,9,47
mosh-chrome,https://github.com/jlangston/mosh-chrome,"[1, 3, 5]",3,7,243
phantomjs,https://github.com/gskachkov/phantomjs,"[1, 4, 5, 6, 7]",5,48,1718
pixelpusher,https://github.com/cbogithub/pixelpusher,"[1, 4]",2,2,9
setup-ipsec-vpn,https://github.com/thesaadarshad/setup-ipsec-vpn,"[1, 3, 5, 6]",4,116,312
ricochet,https://github.com/detoxin/ricochet,"[1, 2, 3, 5, 6]",5,12,840
docker-elk,https://github.com/zouzias/docker-elk,"[1, 3, 6]",3,37,65
tutorials,https://github.com/BhanuPatnana/tutorials,"[1, 3, 6]",3,13,4907
react-web,https://github.com/cpunion/react-web,"[1, 3, 5, 6]",4,26,317
