project name,project url,category,commits
pixelpusher,https://github.com/cbogithub/pixelpusher,"[1, 4]",2,2,9
setup-ipsec-vpn,https://github.com/thesaadarshad/setup-ipsec-vpn,[],0,116,312
ricochet,https://github.com/detoxin/ricochet,"[1, 5, 6]",3,12,840
docker-elk,https://github.com/zouzias/docker-elk,[],0,37,65
tutorials,https://github.com/BhanuPatnana/tutorials,[],0,13,4907
react-web,https://github.com/cpunion/react-web,[],0,26,317
MiniWeChat-Client,https://github.com/yuechuanbingzhi163/MiniWeChat-Client,[],0,11,178
feedback,https://github.com/alanqian/feedback,[1],1,11,28
.dotfiles,https://github.com/brianrainey/.dotfiles,"[1, 6]",2,10,75
plotly,https://github.com/d-vf/plotly,[3],1,28,1305
es2015-bootstrap,https://github.com/johntron/es2015-bootstrap,[],0,3,3
stoqs,https://github.com/carueda/stoqs,[],0,63,4404
nrays,https://github.com/sebcrozet/nrays,"[1, 6]",2,14,82
CoreAR,https://github.com/letup/CoreAR,[],0,11,149
node.unnecessary.js,https://github.com/wthit56/node.unnecessary.js,"[1, 4]",2,2,4
XChange,https://github.com/romerun/XChange,"[1, 3, 6]",3,26,595
Pass4Win,https://github.com/bazmecode/Pass4Win,"[1, 2, 3, 5, 6]",5,25,143
clBLAS,https://github.com/hughperkins/clBLAS,"[1, 2, 3, 5, 6, 7]",6,17,249
srs,https://github.com/ruoshui/srs,[],0,983,3381
angular-ckeditor-directive,https://github.com/crann/angular-ckeditor-directive,[],0,7,7
homebrew-cask,https://github.com/troska/homebrew-cask,[],0,80,42737
bs-webapi-incubator,https://github.com/BuckleTypes/bs-webapi-incubator,[3],1,50,363
data-science-ipython-notebooks,https://github.com/christopherwoo/data-science-ipython-notebooks,[],0,156,483
guides,https://github.com/lionfish7699/guides,[],0,46,320
python-fire,https://github.com/yaogdu/python-fire,"[1, 2, 3, 5, 6]",5,2,13
swiped,https://github.com/monw3c/swiped,[],0,11,27
UniversalMediaServer,https://github.com/Dauthiwarlord/UniversalMediaServer,[],0,17,5844
puppet-firewalld,https://github.com/juame/puppet-firewalld,[],0,8,23
MSCollectionViewCalendarLayout,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,"[1, 3, 5, 7]",4,16,99
angular-duration-format,https://github.com/renoguyon/angular-duration-format,[],0,10,27
mitro,https://github.com/slavame/mitro,"[1, 3, 5, 6]",4,6,65
chugins,https://github.com/Chiel92/chugins,[],0,21,280
onepage_scroll,https://github.com/tourze/onepage_scroll,[],0,19,61
oauth2,https://github.com/subclub/oauth2,"[1, 3, 6]",3,47,434
BeeFramework,https://github.com/dev1234/BeeFramework,[],0,107,282
parseiqiyi,https://github.com/GitLqr/parseiqiyi,[],0,12,37
drupal_store_ftm,https://github.com/fitmoo/drupal_store_ftm,"[1, 3, 6]",3,1,5
pat,https://github.com/travisjeffery/pat,"[3, 5, 6]",3,19,63
d3,https://github.com/zephyrm/d3,[],0,185,4079
AFiNeS,https://github.com/shilobanerjee/AFiNeS,[],0,26,333
javascript-arithmetic-lab-bootcamp-prep-000,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,"[1, 2, 3, 6]",4,6,13
takeown,https://github.com/leobcn/takeown,"[1, 3]",2,6,35
vegeta,https://github.com/itsky365/vegeta,[],0,121,417
fullPage.js,https://github.com/monkeymoney/fullPage.js,"[1, 3, 5, 6, 8]",5,383,1163
ionic-cli,https://github.com/dxas90/ionic-cli,[],0,86,1240
api,https://github.com/XiliangSong/api,[3],1,8,28
aws-codedeploy-agent,https://github.com/ccloes/aws-codedeploy-agent,[],0,5,70
raet,https://github.com/jacknjzhou/raet,[],0,17,694
echo,https://github.com/npouvesle/echo,[],0,112,320
modular-html-css-js-workshop,https://github.com/shayhowe/modular-html-css-js-workshop,[],0,11,55
novel-mode,https://github.com/TLINDEN/novel-mode,[1],1,4,6
ipython-notebooks,https://github.com/rossgritz/ipython-notebooks,[],0,43,108
angular-phonecat,https://github.com/tdeborge/angular-phonecat,[5],1,24,228
first-lab-ruby-learn-cli-ile-intro-to-learn,https://github.com/AlexandraRezk02/first-lab-ruby-learn-cli-ile-intro-to-learn,[],0,17,21
formBuilder,https://github.com/jaredkirkley/formBuilder,"[1, 4, 5]",3,40,441
DXXcodeConsoleUnicodePlugin,https://github.com/HugoDou/DXXcodeConsoleUnicodePlugin,[],0,5,39
ocanvas,https://github.com/panshuiqing/ocanvas,[],0,6,373
